100 2e-06
200 1e-06
300 1e-06
400 1e-06
500 1e-06
600 1e-06
700 1e-06
800 1e-06
900 2e-06
1000 2e-06
1100 1e-06
1200 1e-06
1300 2e-06
1400 1e-06
1500 1e-06
1600 1e-06
1700 1e-06
1800 1e-06
1900 1e-06
2000 1e-06
2100 0
2200 1e-06
2300 1e-06
2400 1e-06
2500 1e-06
2600 1e-06
2700 1e-06
2800 1e-06
2900 1e-06
3000 1e-06
3100 1e-06
3200 1e-06
3300 1e-06
3400 0
3500 1e-06
3600 1e-06
3700 1e-06
3800 1e-06
3900 0
4000 1e-06
4100 1e-06
4200 0
4300 1e-06
4400 1e-06
4500 1e-06
4600 1e-06
4700 1e-06
4800 1e-06
4900 1e-06
5000 1e-06
5100 1e-06
5200 1e-06
5300 1e-06
5400 1e-06
5500 1e-06
5600 1e-06
5700 1e-06
5800 1e-06
5900 1e-06
6000 1e-06
6100 0
6200 1e-06
6300 1e-06
6400 1e-06
6500 1e-06
6600 1e-06
6700 1e-06
6800 1e-06
6900 1e-06
7000 1e-06
7100 1e-06
7200 1e-06
7300 1e-06
7400 0
7500 1e-06
7600 1e-06
7700 0
7800 1e-06
7900 1e-06
8000 1e-06
8100 1e-06
8200 1e-06
8300 1e-06
8400 1e-06
8500 1e-06
8600 1e-06
8700 1e-06
8800 1e-06
8900 1e-06
9000 1e-06
9100 1e-06
9200 1e-06
9300 1e-06
9400 1e-06
9500 1e-06
9600 2e-06
9700 1e-06
9800 0
9900 0
10000 1e-06
10100 1e-06
10200 0
10300 1e-06
10400 1e-06
10500 1e-06
10600 1e-06
10700 1e-06
10800 1e-06
10900 0
11000 1e-06
11100 0
11200 0
11300 0
11400 1e-06
11500 0
11600 1e-06
11700 1e-06
11800 1e-06
11900 1e-06
12000 0
12100 1e-06
12200 0
12300 1e-06
12400 1e-06
12500 1e-06
12600 0
12700 0
12800 1e-06
12900 1e-06
13000 1e-06
13100 1e-06
13200 1e-06
13300 1e-06
13400 1e-06
13500 0
13600 1e-06
13700 1e-06
13800 1e-06
13900 1e-06
14000 0
14100 1e-06
14200 1e-06
14300 1e-06
14400 1e-06
14500 1e-06
14600 1e-06
14700 1e-06
14800 2e-06
14900 1e-06
15000 1e-06
15100 1e-06
15200 1e-06
15300 0
15400 0
15500 1e-06
15600 1e-06
15700 0
15800 1e-06
15900 0
16000 1e-06
16100 1e-06
16200 1e-06
16300 1e-06
16400 1e-06
16500 1e-06
16600 0
16700 1e-06
16800 0
16900 1e-06
17000 1e-06
17100 1e-06
17200 1e-06
17300 1e-06
17400 1e-06
17500 1e-06
17600 1e-06
17700 0
17800 1e-06
17900 0
18000 1e-06
18100 1e-06
18200 1e-06
18300 1e-06
18400 1e-06
18500 1e-06
18600 1e-06
18700 0
18800 1e-06
18900 1e-06
19000 1e-06
19100 1e-06
19200 1e-06
19300 0
19400 1e-06
19500 1e-06
19600 0
19700 1e-06
19800 0
19900 1e-06
20000 0
20100 1e-06
20200 1e-06
20300 0
20400 0
20500 1e-06
20600 2e-06
20700 2e-06
20800 1e-06
20900 1e-06
21000 2e-06
21100 1e-06
21200 0
21300 1e-06
21400 1e-06
21500 1e-06
21600 1e-06
21700 0
21800 1e-06
21900 1e-06
22000 1e-06
22100 1e-06
22200 1e-06
22300 1e-06
22400 1e-06
22500 1e-06
22600 1e-06
22700 1e-06
22800 0
22900 1e-06
23000 1e-06
23100 1e-06
23200 1e-06
23300 1e-06
23400 1e-06
23500 1e-06
23600 1e-06
23700 0
23800 1e-06
23900 0
24000 1e-06
24100 1e-06
24200 1e-06
24300 1e-06
24400 1e-06
24500 1e-06
24600 1e-06
24700 1e-06
24800 1e-06
24900 2e-06
25000 1e-06
25100 3e-06
25200 0
25300 1e-06
25400 1e-06
25500 1e-06
25600 1e-06
25700 1e-06
25800 1e-06
25900 1e-06
26000 1e-06
26100 1e-06
26200 0
26300 0
26400 1e-06
26500 1e-06
26600 1e-06
26700 0
26800 1e-06
26900 2e-06
27000 1e-06
27100 1e-06
27200 0
27300 1e-06
27400 1e-06
27500 1e-06
27600 1e-06
27700 1e-06
27800 2e-06
27900 2e-06
28000 3e-06
28100 1e-06
28200 0
28300 1e-06
28400 1e-06
28500 0
28600 1e-06
28700 0
28800 0
28900 1e-06
29000 0
29100 0
29200 0
29300 0
29400 0
29500 1e-06
29600 1e-06
29700 1e-06
29800 1e-06
29900 1e-06
30000 1e-06
